"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://staging.jakevibes.dev/technology/airtable-developers","text/html; charset=utf-8","200","OK","Indexable","","Airtable Developers for Hire","28","247","Hire vetted Airtable developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","827","","0","Airtable Developers","19","Airtable Developers Who Deliver","31","Experts in Airtable & Beyond","28","index, follow","","","https://staging.jakevibes.dev/technology/airtable-developers","","","","","","339842","43086","43086","16.505","","1110","193","5.751","71.887","Fairly Easy","2.531","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","5129ff9e79e021e23df0fb9a2359741e","0.629","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/airtable-developers","2026-07-28 16:57:48"
"https://staging.jakevibes.dev/technology/angular-developers","text/html; charset=utf-8","200","OK","Indexable","","Angular Developers for Hire","27","246","Hire vetted Angular developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","828","","0","Angular Developers","18","Angular Developers That Feel In-House","37","Experts in Angular Delivery","27","index, follow","","","https://staging.jakevibes.dev/technology/angular-developers","","","","","","339787","43551","43551","16.684","","1099","195","5.636","71.482","Fairly Easy","2.529","0","1","","8","8","0","1.190","120","51","0","1","1","0","","","","","98c747a21a41806e2485262e1ee05c4d","0.615","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/angular-developers","2026-07-28 16:57:48"
"https://staging.jakevibes.dev/technology/aws-developers","text/html; charset=utf-8","200","OK","Indexable","","AWS Developers for Hire","23","220","Hire vetted AWS developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","131","808","","0","AWS Developers","14","AWS Engineers You Can Rely On","29","Experts in AWS Ecosystem","24","index, follow","","","https://staging.jakevibes.dev/technology/aws-developers","","","","","","340036","43511","43511","16.668","","1093","193","5.663","73.761","Fairly Easy","2.487","0","1","","1021","341","0","50.590","120","50","0","1","1","0","","","","","f057dc539afab8e1037c51c41c4af937","0.537","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/aws-developers","2026-07-28 16:57:49"
"https://staging.jakevibes.dev/technology/browserstack","text/html; charset=utf-8","200","OK","Indexable","","BrowserStack Developers for Hire","32","300","Hire vetted BrowserStack developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","140","866","","0","BrowserStack Developers","23","Vetted BrowserStack Engineers, Embedded in Your Team","52","BrowserStack Engineering Expertise","34","index, follow","","","https://staging.jakevibes.dev/technology/browserstack","","","","","","337386","42798","42798","16.395","","1079","189","5.709","69.946","Normal","2.520","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","4fd64aeac30b7a58474e908968632a36","0.410","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/browserstack","2026-07-28 16:57:50"
"https://staging.jakevibes.dev/technology/cloudformation","text/html; charset=utf-8","200","OK","Indexable","","CloudFormation Developers for Hire","34","320","Hire vetted CloudFormation developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","142","880","","0","CloudFormation Developers","25","Vetted CloudFormation Developers, Embedded in Your Team","55","CloudFormation Engineering Expertise","36","index, follow","","","","","","","","","339170","43603","43603","16.703","","1065","191","5.576","70.026","Fairly Easy","2.494","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","255729b324c5faf170da47aebb54422","0.563","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/cloudformation","2026-07-28 16:57:50"
"https://staging.jakevibes.dev/technology/azure-developers","text/html; charset=utf-8","200","OK","Indexable","","Azure Developers for Hire","25","229","Hire vetted Azure developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","133","815","","0","Azure Developers","16","Embedded Azure Engineers, Ready to Scale","40","Microsoft Cloud Specialists","27","index, follow","","","https://staging.jakevibes.dev/technology/azure-developers","","","","","","339310","43263","43263","16.573","","1082","194","5.577","71.928","Fairly Easy","2.482","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","824da5c1e1206f614a9e527d7626b62a","0.723","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/azure-developers","2026-07-28 16:57:49"
"https://staging.jakevibes.dev/technology/bigquery","text/html; charset=utf-8","200","OK","Indexable","","BigQuery Developers for Hire","28","257","Hire vetted BigQuery developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","836","","0","BigQuery Developers","19","Vetted BigQuery Developers, Embedded in Your Team","49","BigQuery Engineering Expertise","30","index, follow","","","https://staging.jakevibes.dev/technology/bigquery","","","","","","337242","43000","43000","16.472","","1086","192","5.656","69.520","Normal","2.521","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","544fcc6e5c4928829565ab9fb180afe8","0.688","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/bigquery","2026-07-28 16:57:49"
"https://staging.jakevibes.dev/technology/bubble-developers","text/html; charset=utf-8","200","OK","Indexable","","Bubble Developers for Hire","26","238","Hire vetted Bubble developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","134","822","","0","Bubble Developers","17","Bubble Developers Who Ship Products","35","Experts in No-Code & UX","23","index, follow","","","https://staging.jakevibes.dev/technology/bubble-developers","","","","","","340190","43337","43337","16.602","","1095","195","5.615","72.961","Fairly Easy","2.501","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","90d1e64469e85c394f8736a075b77d7","0.465","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/bubble-developers","2026-07-28 16:57:50"
"https://staging.jakevibes.dev/technology/compose","text/html; charset=utf-8","200","OK","Indexable","","Compose Developers for Hire","27","262","Hire vetted Compose developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","838","","0","Compose Developers","18","Vetted Compose Developers, Embedded in Your Team","48","Compose Engineering Expertise","29","index, follow","","","https://staging.jakevibes.dev/technology/compose","","","","","","336993","42501","42501","16.281","","1067","189","5.646","72.104","Fairly Easy","2.487","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","b7cf6cb922dda7aa5e77d5967671df2c","0.400","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/compose","2026-07-28 16:57:50"
"https://staging.jakevibes.dev/technology/combine","text/html; charset=utf-8","200","OK","Indexable","","Combine Developers for Hire","27","257","Hire vetted Combine developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","834","","0","Combine Developers","18","Vetted Combine Developers, Embedded in Your Team","48","Combine Engineering Expertise","29","index, follow","","","https://staging.jakevibes.dev/technology/combine","","","","","","337055","42963","42963","16.458","","1082","188","5.755","72.451","Fairly Easy","2.509","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","2a7b3e5ee2e95460d394df4d8fcda1a2","0.461","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/combine","2026-07-28 16:57:50"
"https://staging.jakevibes.dev/technology/coredata","text/html; charset=utf-8","200","OK","Indexable","","CoreData Developers for Hire","28","261","Hire vetted CoreData developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","838","","0","Core Data Developers","20","Vetted Core Data Developers, Embedded in Your Team","50","Core Data Engineering Expertise","31","index, follow","","","","","","","","","339613","43608","43608","16.705","","1078","190","5.674","71.508","Fairly Easy","2.489","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","5e0b5769397dadf6558b52cd5de21e25","0.474","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/coredata","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/css3","text/html; charset=utf-8","200","OK","Indexable","","CSS3 Developers for Hire","24","225","Hire vetted CSS3 developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","812","","0","CSS3 Developers","15","Vetted CSS3 Developers, Embedded in Your Team","45","CSS3 Engineering Expertise","26","index, follow","","","https://staging.jakevibes.dev/technology/css3","","","","","","334603","42516","42516","16.287","","1058","189","5.598","72.254","Fairly Easy","2.492","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","f28d7f89abc2348814294b77550f104c","0.413","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/css3","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/csharp-developers","text/html; charset=utf-8","200","OK","Indexable","","C# Developers for Hire","22","202","Hire vetted C# developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","130","797","","0","C# Developers","13","C# Developers Who Ship Quality Code","35","End-to-End .NET Expertise","25","index, follow","","","https://staging.jakevibes.dev/technology/csharp-developers","","","","","","339200","43617","43617","16.709","","1083","198","5.470","75.438","Fairly Easy","2.470","0","1","","3","3","0","0.450","120","51","0","1","1","0","","","","","a5356779dc2a806b38c13d15b6c210fa","0.554","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/csharp-developers","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/cypress","text/html; charset=utf-8","200","OK","Indexable","","Cypress Developers for Hire","27","248","Hire vetted Cypress developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","829","","0","Cypress Developers","18","Vetted Cypress Developers, Embedded in Your Team","48","Cypress Engineering Expertise","29","index, follow","","","https://staging.jakevibes.dev/technology/cypress","","","","","","337597","43051","43051","16.492","","1074","187","5.743","72.924","Fairly Easy","2.485","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","99c65b8152a2162c560c660e9e884c54","0.469","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/cypress","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/dagger","text/html; charset=utf-8","200","OK","Indexable","","Dagger Developers for Hire","26","241","Hire vetted Dagger developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","134","824","","0","Dagger Developers","17","Vetted Dagger Developers, Embedded in Your Team","47","Dagger Engineering Expertise","28","index, follow","","","https://staging.jakevibes.dev/technology/dagger","","","","","","336984","43090","43090","16.507","","1079","188","5.739","71.875","Fairly Easy","2.500","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","93c7d09e7d67d80dc63f976dc04be96","0.421","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/dagger","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/dbt","text/html; charset=utf-8","200","OK","Indexable","","DBT Developers for Hire","23","214","Hire vetted DBT developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","131","805","","0","dbt Developers","14","Vetted dbt Developers, Embedded in Your Team","44","dbt Engineering Expertise","25","index, follow","","","https://staging.jakevibes.dev/technology/dbt","","","","","","337332","42712","42712","16.362","","1064","190","5.600","72.979","Fairly Easy","2.474","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","ef858a13eee5aa1f70dec1d3e9169cff","0.402","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/dbt","2026-07-28 16:57:51"
"https://staging.jakevibes.dev/technology/dotnet-developers","text/html; charset=utf-8","200","OK","Indexable","",".NET Developers for Hire","24","219","Hire vetted .NET developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","809","","0",".NET Developers","15","Embedded .NET Developers, Vetted for Delivery","45",".NET Specialists","16","index, follow","","","https://staging.jakevibes.dev/technology/dotnet-developers","","","","","","340053","43289","43289","16.583","","1090","206","5.291","73.711","Fairly Easy","2.489","0","1","","1013","337","0","50.000","120","50","0","1","1","0","","","","","c0b86fb7b7ddd81797d5165776dcbbcc","0.370","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/dotnet-developers","2026-07-28 16:57:52"
"https://staging.jakevibes.dev/technology/docker","text/html; charset=utf-8","200","OK","Indexable","","Docker Developers for Hire","26","239","Hire vetted Docker developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","134","822","","0","Docker Developers","17","Vetted Docker Developers, Embedded in Your Team","47","Docker Engineering Expertise","28","index, follow","","","https://staging.jakevibes.dev/technology/docker","","","","","","338577","43223","43223","16.558","","1079","192","5.620","68.860","Normal","2.523","0","1","","8","8","0","1.190","120","51","0","1","1","0","","","","","9a497a6d13675b7bc10b3356e59f418e","0.382","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/docker","2026-07-28 16:57:52"
"https://staging.jakevibes.dev/technology/fastlane","text/html; charset=utf-8","200","OK","Indexable","","Fastlane Developers for Hire","28","254","Hire vetted Fastlane developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","833","","0","Fastlane Developers","19","Vetted Fastlane Developers, Embedded in Your Team","49","Fastlane Engineering Expertise","30","index, follow","","","https://staging.jakevibes.dev/technology/fastlane","","","","","","337012","42664","42664","16.344","","1069","189","5.656","70.435","Fairly Easy","2.494","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","242904ae2cad6a4eb7a666f4482b24f1","0.376","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/fastlane","2026-07-28 16:57:52"
"https://staging.jakevibes.dev/technology/fastapi-developers","text/html; charset=utf-8","200","OK","Indexable","","FastAPI Developers for Hire","27","247","Hire vetted FastAPI developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","829","","0","FastAPI Developers","18","FastAPI Engineers, Embedded & Aligned","37","Experts in Fast, Typed APIs","27","index, follow","","","https://staging.jakevibes.dev/technology/fastapi-developers","","","","","","340398","43481","43481","16.657","","1096","195","5.621","69.985","Normal","2.517","0","1","","5","5","0","0.740","120","51","0","1","1","0","","","","","b8f7b01476e176631f64b3e51e01aa54","0.441","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/fastapi-developers","2026-07-28 16:57:52"
"https://staging.jakevibes.dev/technology/express","text/html; charset=utf-8","200","OK","Indexable","","Express Developers for Hire","27","247","Hire vetted Express developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","828","","0","Express Developers","18","Vetted Express Developers, Embedded in Your Team","48","Express Engineering Expertise","29","index, follow","","","https://staging.jakevibes.dev/technology/express","","","","","","337561","42918","42918","16.441","","1066","193","5.523","72.424","Fairly Easy","2.482","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","713df90f7e19f421946193fbf1270e63","0.598","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/express","2026-07-28 16:57:52"
"https://staging.jakevibes.dev/technology/firebase-developers","text/html; charset=utf-8","200","OK","Indexable","","Firebase Developers for Hire","28","254","Hire vetted Firebase developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","832","","0","Firebase Developers","19","Firebase Developers, Embedded & Experienced","43","Experts in Firebase Ecosystem","29","index, follow","","","","","","","","","340816","44118","44118","16.901","","1086","191","5.686","70.503","Fairly Easy","2.498","0","1","","10","10","0","1.480","120","51","0","1","1","0","","","","","b076ca13bb9eb6eb899bc9baaeb386b3","0.379","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/firebase-developers","2026-07-28 16:57:53"
"https://staging.jakevibes.dev/technology/figma","text/html; charset=utf-8","200","OK","Indexable","","Figma Developers for Hire","25","233","Hire vetted Figma developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","133","818","","0","Figma Developers","16","Vetted Figma Designers and Developers, Embedded in Your Team","60","Figma Engineering Expertise","27","index, follow","","","https://staging.jakevibes.dev/technology/figma","","","","","","337173","43071","43071","16.500","","1077","190","5.668","69.115","Normal","2.524","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","157734493f87bfbc08963bf40e29a995","0.737","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/figma","2026-07-28 16:57:53"
"https://staging.jakevibes.dev/technology/flutter-developers","text/html; charset=utf-8","200","OK","Indexable","","Flutter Developers for Hire","27","236","Hire vetted Flutter developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","820","","0","Flutter Developers","18","Embedded Flutter Developers","27","Experts in Every Layer","22","index, follow","","","https://staging.jakevibes.dev/technology/flutter-developers","","","","","","339917","43264","43264","16.574","","1079","192","5.620","74.035","Fairly Easy","2.458","0","1","","13","13","0","1.930","120","51","0","1","1","0","","","","","398408c15c7ac907c8af257ed191efd9","0.486","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/flutter-developers","2026-07-28 16:57:53"
"https://staging.jakevibes.dev/technology/graphql","text/html; charset=utf-8","200","OK","Indexable","","GraphQL Developers for Hire","27","256","Hire vetted GraphQL developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","836","","0","GraphQL Developers","18","Vetted GraphQL Developers, Embedded in Your Team","48","GraphQL Engineering Expertise","29","index, follow","","","https://staging.jakevibes.dev/technology/graphql","","","","","","337728","42845","42845","16.413","","1067","192","5.557","71.400","Fairly Easy","2.494","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","59a16e39a3d11d2c8e3e3debb817e6d5","0.415","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/graphql","2026-07-28 16:57:54"
"https://staging.jakevibes.dev/technology/google-cloud-developers","text/html; charset=utf-8","200","OK","Indexable","","Google Cloud Developers for Hire","32","296","Hire vetted Google Cloud developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","140","862","","0","Google Cloud Developers","23","Embedded GCP Developers for Scalable Apps","41","End-to-End GCP Expertise","24","index, follow","","","","","","","","","340824","44453","44453","17.029","","1089","193","5.642","72.382","Fairly Easy","2.485","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","99f92abc4de60f5398a859e9a8400a00","0.388","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/google-cloud-developers","2026-07-28 16:57:54"
"https://staging.jakevibes.dev/technology/gitlab-ci","text/html; charset=utf-8","200","OK","Indexable","","GitLab CI Developers for Hire","29","259","Hire vetted GitLab CI developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","137","837","","0","GitLab CI Developers","20","Vetted GitLab CI Developers, Embedded in Your Team","50","GitLab CI Engineering Expertise","31","index, follow","","","https://staging.jakevibes.dev/technology/gitlab-ci","","","","","","337616","43153","43153","16.531","","1066","188","5.670","71.481","Fairly Easy","2.480","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","91b8fd60cf46bfcb1dbbf2a37d0c849","0.409","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/gitlab-ci","2026-07-28 16:57:53"
"https://staging.jakevibes.dev/technology/github-actions","text/html; charset=utf-8","200","OK","Indexable","","GitHub Actions Developers for Hire","34","311","Hire vetted GitHub Actions developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","142","873","","0","GitHub Actions Developers","25","Vetted GitHub Actions Developers, Embedded in Your Team","55","GitHub Actions Engineering Expertise","36","index, follow","","","https://staging.jakevibes.dev/technology/github-actions","","","","","","338704","42867","42867","16.422","","1081","189","5.720","71.273","Fairly Easy","2.503","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","510f40e4fd8e07f31b6e475100b5cc54","0.504","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/github-actions","2026-07-28 16:57:53"
"https://staging.jakevibes.dev/technology/glide","text/html; charset=utf-8","200","OK","Indexable","","Glide Developers for Hire","25","223","Hire vetted Glide developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","133","810","","0","Glide Developers","16","Vetted Glide Developers, Embedded in Your Team","46","Glide Engineering Expertise","27","index, follow","","","","","","","","","339521","43689","43689","16.736","","1074","190","5.653","71.677","Fairly Easy","2.489","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","a5ab0bd63fc9ed0b40e2dcc097789ba7","0.443","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/glide","2026-07-28 16:57:54"
"https://staging.jakevibes.dev/technology/huggingface-developers","text/html; charset=utf-8","200","OK","Indexable","","HuggingFace Developers for Hire","31","294","Hire vetted HuggingFace developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","139","862","","0","HuggingFace Developers","22","Embedded HuggingFace Developers","31","Experts in Every Layer","22","index, follow","","","https://staging.jakevibes.dev/technology/huggingface-developers","","","","","","339220","43572","43572","16.692","","1092","194","5.629","71.898","Fairly Easy","2.524","0","1","","7","7","0","1.040","120","51","0","1","1","0","","","","","f68e498281aa550353ad4ac7d7d68194","0.387","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/huggingface-developers","2026-07-28 16:57:54"
"https://staging.jakevibes.dev/technology/iam","text/html; charset=utf-8","200","OK","Indexable","","IAM Developers for Hire","23","212","Hire vetted IAM developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","131","804","","0","IAM Developers","14","Vetted IAM Developers, Embedded in Your Team","44","IAM Engineering Expertise","25","index, follow","","","https://staging.jakevibes.dev/technology/iam","","","","","","338253","43186","43186","16.544","","1082","189","5.725","70.919","Fairly Easy","2.493","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","901493728226565f1cee5e816ed8c53","0.462","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/iam","2026-07-28 16:57:54"
"https://staging.jakevibes.dev/technology/ios","text/html; charset=utf-8","200","OK","Indexable","","iOS Developers for Hire","23","208","Hire vetted iOS developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","131","800","","0","iOS Developers","14","Vetted iOS Developers, Embedded in Your Team","44","iOS Engineering Expertise","25","index, follow","","","https://staging.jakevibes.dev/technology/ios","","","","","","335396","42605","42605","16.321","","1041","188","5.537","74.030","Fairly Easy","2.435","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","49cbed794668074a1841ca3ee02f5497","0.399","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/ios","2026-07-28 16:57:55"
"https://staging.jakevibes.dev/technology/ionic-developers","text/html; charset=utf-8","200","OK","Indexable","","Ionic Developers for Hire","25","219","Hire vetted Ionic developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","133","809","","0","Ionic Developers","16","Embedded Ionic Developers","25","Experts in Every Layer","22","index, follow","","","","","","","","","340989","44288","44288","16.966","","1081","191","5.660","74.621","Fairly Easy","2.438","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","a2315618f8ee07e842835b7dbdd4d81a","0.422","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/ionic-developers","2026-07-28 16:57:55"
"https://staging.jakevibes.dev/technology/java-developers","text/html; charset=utf-8","200","OK","Indexable","","Java Developers for Hire","24","220","Hire vetted Java developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","810","","0","Java Developers","15","Embedded Java Engineers, Globally Aligned","41","Backend Specialists","19","index, follow","","","https://staging.jakevibes.dev/technology/java-developers","","","","","","339867","43404","43404","16.627","","1063","193","5.508","69.848","Normal","2.472","0","1","","677","337","0","50.000","120","50","0","1","1","0","","","","","193c878434a4e3d28380910324f013bb","0.389","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/java-developers","2026-07-28 16:57:55"
"https://staging.jakevibes.dev/technology/java-android-developers","text/html; charset=utf-8","200","OK","Indexable","","Java (Android) Developers for Hire","34","308","Hire vetted Java (Android) developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","142","872","","0","Java (Android) Developers","25","Embedded Android Developers","27","Experts in Every Layer","22","index, follow","","","https://staging.jakevibes.dev/technology/java-android-developers","","","","","","340593","43430","43430","16.637","","1111","195","5.697","72.134","Fairly Easy","2.521","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","dd9d26a127b6737f95ceae87ce934d36","0.485","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/java-android-developers","2026-07-28 16:57:55"
"https://staging.jakevibes.dev/technology/kotlin-developers","text/html; charset=utf-8","200","OK","Indexable","","Kotlin Developers for Hire","26","229","Hire vetted Kotlin developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","134","815","","0","Kotlin Developers","17","Kotlin Engineers Embedded into Your Team","40","Experts in Every Layer","22","index, follow","","","https://staging.jakevibes.dev/technology/kotlin-developers","","","","","","339930","43248","43248","16.567","","1078","190","5.674","72.293","Fairly Easy","2.468","0","1","","8","8","0","1.190","120","51","0","1","1","0","","","","","58ce5483c7cfc7cee8c9cc824a888457","0.376","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/kotlin-developers","2026-07-28 16:57:56"
"https://staging.jakevibes.dev/technology/jest","text/html; charset=utf-8","200","OK","Indexable","","Jest Developers for Hire","24","216","Hire vetted Jest developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","806","","0","Jest Developers","15","Vetted Jest Developers, Embedded in Your Team","45","Jest Engineering Expertise","26","index, follow","","","https://staging.jakevibes.dev/technology/jest","","","","","","337376","42846","42846","16.413","","1062","187","5.679","73.135","Fairly Easy","2.464","0","1","","6","6","0","0.890","120","51","0","1","1","0","","","","","d3e1fde926ca5cd6df1bfe9f30a7b04","0.399","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/jest","2026-07-28 16:57:55"
"https://staging.jakevibes.dev/technology/jira","text/html; charset=utf-8","200","OK","Indexable","","Jira Developers for Hire","24","211","Hire vetted Jira developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","803","","0","Jira Specialists","16","Vetted Jira Specialists, Embedded in Your Team","46","Jira Expertise","14","index, follow","","","https://staging.jakevibes.dev/technology/jira","","","","","","338056","42532","42532","16.293","","1055","187","5.642","71.041","Fairly Easy","2.467","0","1","","4","4","0","0.590","120","51","0","1","1","0","","","","","a30e5602709384f8ddb5e8f3ccd7b268","0.417","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/jira","2026-07-28 16:57:56"
